imonth,extended,crit1,crit2,crit3,doubtterr,longitude,latitude,attacktype1,success,suicide,weaptype1,weapsubtype1,targtype1,targsubtype1,gname,nperps,nperpcap,claimed,nkill,nkillter,nwound,nwoundte,property,ishostkid,hostkidoutcome,city,weaptype1_txt,targtype1_txt,attacktype1_txt
2,0,1,1,0,1,75.092513,32.576211,3,1,0,6,8,4,29,Unknown,-1,0,0,0,0,1,0,0,0,-1,Samba district,Explosives,Military,Bombing/Explosion
2,0,1,1,1,0,74.353867,34.205605,3,0,0,6,17,4,35,Unknown,-1,0,0,0,0,0,0,0,0,-1,Baramula,Explosives,Military,Bombing/Explosion
2,0,1,1,1,0,74.249109,33.808505,3,0,0,6,-1,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Azmadbad,Explosives,Unknown,Bombing/Explosion
3,0,1,1,1,0,74.855455,34.03458,3,0,0,6,-1,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Unknown,Bombing/Explosion
3,0,1,1,1,0,74.901505,33.874027,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Pulwama,Explosives,Police,Bombing/Explosion
3,0,1,1,1,0,74.238476,33.340299,3,0,0,6,-1,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Namblan,Explosives,Unknown,Bombing/Explosion
3,0,1,1,1,0,74.901505,33.874027,2,1,0,5,-1,14,68,Unknown,-1,0,0,0,0,1,0,0,0,-1,Murran Chowk,Firearms,Private Citizens & Property,Armed Assault
3,0,1,1,1,0,75.091774,33.913795,3,0,0,6,7,15,86,Unknown,-1,0,0,0,0,0,0,0,0,-1,Naibugh,Explosives,Religious Figures/Institutions,Bombing/Explosion
3,0,1,1,1,0,75.103386,33.789497,3,1,0,6,7,4,34,Hizbul Mujahideen (HM),-1,0,1,0,0,3,0,0,0,-1,Bijbehara,Explosives,Military,Bombing/Explosion
3,0,1,1,1,0,75.039577,33.902347,2,1,0,5,-1,14,68,Hizbul Mujahideen (HM),2,0,0,1,0,0,0,0,0,-1,Noorpora,Firearms,Private Citizens & Property,Armed Assault
4,0,1,1,1,0,74.901505,33.874027,2,1,0,5,-1,3,25,Separatists,-1,0,0,0,0,1,0,0,0,-1,Pulwama,Firearms,Police,Armed Assault
4,0,1,1,0,1,74.256614,34.526387,2,0,0,5,-1,4,29,Unknown,-1,0,0,0,0,0,0,0,0,-1,Sheikhpura,Firearms,Military,Armed Assault
4,0,1,1,1,0,75.103386,33.789497,3,1,0,6,7,4,29,Unknown,-1,0,0,0,0,2,0,0,0,-1,Bijbehara,Explosives,Military,Bombing/Explosion
4,0,1,1,1,0,74.83614,33.717806,2,1,0,5,-1,14,68,Unknown,-1,0,0,1,0,0,0,0,0,-1,Heff Shirmal,Firearms,Private Citizens & Property,Armed Assault
4,0,1,1,1,0,74.902562,33.926001,2,0,0,5,-1,3,23,Unknown,-1,0,0,0,0,0,0,0,0,-1,Malwari,Firearms,Police,Armed Assault
4,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,1,0,-1,Anantnag,Explosives,Police,Bombing/Explosion
5,0,1,1,1,0,74.798309,33.946251,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,4,0,-1,0,-1,Chadoora,Explosives,Police,Bombing/Explosion
5,0,1,1,1,0,75.018031,33.644991,7,1,0,5,-1,3,22,Unknown,3,0,0,0,0,0,0,1,0,-1,Adijan,Firearms,Police,Facility/Infrastructure Attack
5,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,3,22,Separatists,-1,0,0,0,0,1,0,1,0,-1,Anantnag,Explosives,Police,Bombing/Explosion
5,0,1,1,1,0,76.576171,33.778175,6,1,0,5,-1,14,68,Hizbul Mujahideen (HM),-1,0,0,1,0,0,0,0,1,4,Autipora,Firearms,Private Citizens & Property,Hostage Taking (Kidnapping)
5,0,1,1,1,0,74.789902,34.08374,2,1,0,5,3,3,25,Hizbul Mujahideen (HM),2,0,1,2,0,0,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
5,0,1,1,1,0,74.789902,34.08374,2,1,0,5,3,3,25,Hizbul Mujahideen (HM),2,0,1,1,0,0,0,1,0,-1,Srinagar,Firearms,Police,Armed Assault
5,0,1,1,1,0,74.353867,34.205605,3,0,0,6,-1,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Baramulla,Explosives,Unknown,Bombing/Explosion
5,0,1,1,1,0,74.881441,33.883087,2,1,0,5,3,2,18,Separatists,2,0,0,1,0,1,0,1,0,-1,Monghama,Firearms,Government (General),Armed Assault
5,0,1,1,1,0,74.12453,34.435335,6,1,0,5,-1,4,33,Separatists,-1,0,0,1,0,0,0,0,1,4,Kupwara district,Firearms,Military,Hostage Taking (Kidnapping)
5,0,1,1,0,1,74.927891,33.946933,3,1,0,6,7,4,27,Unknown,-1,0,0,0,0,1,0,-1,0,-1,Kakpora,Explosives,Military,Bombing/Explosion
5,0,1,1,1,0,75.18226,33.308936,8,1,0,10,-1,3,25,Unknown,1,0,0,1,0,0,0,0,0,-1,Ramban,Vehicle,Police,Unarmed Assault
6,0,1,1,0,1,75.103386,33.789497,2,1,0,5,2,4,29,Hizbul Mujahideen (HM),2,0,1,3,0,7,0,1,0,-1,Bijbehara,Firearms,Military,Armed Assault
6,0,1,1,1,0,75.157913,33.732216,2,1,0,5,2,3,25,Lashkar-e-Taiba (LeT),2,0,0,2,0,0,0,0,0,-1,Anantnag,Firearms,Police,Armed Assault
6,0,1,1,1,0,74.789902,34.08374,2,0,0,5,-1,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
6,0,1,1,1,0,75.165935,33.596846,2,1,0,6,7,3,23,Unknown,-1,4,0,0,0,4,0,-1,0,-1,Qazigund,Explosives,Police,Armed Assault
6,0,1,1,1,0,75.292791,33.08038,2,1,0,5,2,3,24,Separatists,1,0,0,2,1,5,0,-1,0,-1,Kud,Firearms,Police,Armed Assault
6,0,1,1,1,0,75.083946,33.724277,2,0,0,5,-1,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Qaimoh,Firearms,Police,Armed Assault
6,0,1,1,1,0,74.803921,33.759364,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Shopian,Explosives,Police,Bombing/Explosion
6,0,1,1,1,0,74.831062,33.721287,3,1,0,6,7,14,67,Unknown,-1,0,0,0,0,3,0,1,0,-1,Shopian,Explosives,Private Citizens & Property,Bombing/Explosion
6,0,1,1,1,0,75.108665,33.729596,3,0,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Wanpoh,Explosives,Police,Bombing/Explosion
6,0,1,1,1,0,74.463715,34.288891,3,1,0,6,7,3,23,Tehrik al-Mojahedin,-1,0,1,0,0,0,0,0,0,-1,Sopore,Explosives,Police,Bombing/Explosion
6,0,1,1,1,0,74.448811,34.306926,3,1,0,6,7,3,25,Tehrik al-Mojahedin,-1,0,1,0,0,0,0,-1,0,-1,Sopore,Explosives,Police,Bombing/Explosion
6,0,1,1,1,0,74.786728,34.042171,3,0,0,6,17,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Hyderpora,Explosives,Unknown,Bombing/Explosion
6,0,1,1,1,0,74.917582,34.025109,2,1,1,5,-1,3,23,Lashkar-e-Taiba (LeT),2,0,1,10,2,20,0,1,0,-1,Pampore,Firearms,Police,Armed Assault
6,0,1,1,1,0,74.781429,34.007139,7,1,0,5,3,22,109,Unknown,6,0,0,0,0,0,0,1,0,-1,Chadoora,Firearms,Violent Political Party,Facility/Infrastructure Attack
7,0,1,1,1,0,74.767929,33.863483,2,1,0,6,7,3,25,Unknown,-1,0,0,0,0,2,0,0,0,-1,Chrar-e-Sharief,Explosives,Police,Armed Assault
7,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,-1,0,-1,Anantnag,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.894569,33.871612,2,1,0,6,7,3,22,Unknown,-1,0,0,0,0,3,0,-1,0,-1,Litter,Explosives,Police,Armed Assault
7,0,1,1,1,0,75.114212,33.931011,3,1,0,6,7,3,23,Unknown,-1,0,0,0,0,1,0,-1,0,-1,Tral,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.789902,34.08374,3,0,0,6,7,14,76,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Private Citizens & Property,Bombing/Explosion
7,0,1,1,1,0,75.114212,33.931011,2,1,0,5,-1,3,25,Unknown,-1,0,0,0,0,1,0,-1,0,-1,Tral,Firearms,Police,Armed Assault
7,0,1,1,1,0,74.894569,33.871612,-1,0,0,-1,-1,3,25,Unknown,-1,0,0,0,0,0,0,-1,0,-1,Pulwama district,Unknown,Police,Unknown
7,0,1,1,1,0,74.850257,33.713207,1,0,0,6,7,3,25,Unknown,-1,0,0,0,0,3,0,1,0,-1,Shopian district,Explosives,Police,Assassination
7,0,1,1,1,0,74.901505,33.874027,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,1,0,-1,0,-1,Pulwama,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,13,0,1,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
7,0,1,1,1,1,75.103386,33.789497,2,1,0,5,-1,3,25,Unknown,-1,0,0,0,0,2,0,0,0,-1,Zirpora,Firearms,Police,Armed Assault
7,0,1,1,1,0,74.463715,34.288891,2,0,0,5,-1,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Sopore,Firearms,Police,Armed Assault
7,0,1,1,0,1,76.576171,33.778175,2,1,0,8,19,4,34,Unknown,-1,0,0,0,0,0,0,-1,0,-1,Noorbagh,Incendiary,Military,Armed Assault
7,0,1,1,1,1,75.017828,33.723979,2,1,0,6,7,3,22,Unknown,1,0,0,1,0,4,0,1,0,-1,Yaripora,Explosives,Police,Armed Assault
7,0,1,1,1,0,74.123996,34.431923,3,1,0,6,7,3,25,Unknown,-1,0,0,0,0,4,0,-1,0,-1,Nathnusa,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.88108,33.899169,2,1,0,5,-1,14,77,Unknown,-1,0,0,0,0,2,0,0,0,-1,Karimabad,Firearms,Private Citizens & Property,Armed Assault
7,0,1,1,1,0,74.863871,33.787334,2,1,0,5,-1,3,25,Unknown,-1,0,0,0,0,1,0,1,0,-1,Keegam,Firearms,Police,Armed Assault
7,0,1,1,1,0,74.833319,33.716965,3,0,0,6,7,3,23,Unknown,-1,0,0,0,0,0,0,0,0,-1,Shopian district,Explosives,Police,Bombing/Explosion
7,0,1,1,1,0,74.914135,32.636522,3,0,0,6,11,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Jammu,Explosives,Unknown,Bombing/Explosion
7,0,1,1,0,1,76.340567,34.655639,3,1,0,6,8,4,34,Unknown,-1,0,0,2,0,0,0,-1,0,-1,Batalikr,Explosives,Military,Bombing/Explosion
8,0,1,1,1,0,74.789902,34.08374,7,0,0,8,19,2,18,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Incendiary,Government (General),Facility/Infrastructure Attack
8,0,1,1,1,0,74.795148,34.040907,7,0,0,8,19,2,21,Separatists,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Incendiary,Government (General),Facility/Infrastructure Attack
8,0,1,1,1,0,74.789902,34.08374,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
8,0,1,1,1,0,75.103386,33.789497,8,1,0,9,21,14,84,Unknown,4,0,0,0,0,-1,0,0,0,-1,Bijbehara,Melee,Private Citizens & Property,Unarmed Assault
8,0,1,1,1,0,75.103386,33.789497,8,1,0,9,21,14,84,Unknown,4,0,0,0,0,-1,0,0,0,-1,Bijbehara,Melee,Private Citizens & Property,Unarmed Assault
8,0,1,1,1,0,75.103386,33.789497,8,1,0,9,21,14,84,Unknown,4,0,0,0,0,-1,0,0,0,-1,Bijbehara,Melee,Private Citizens & Property,Unarmed Assault
8,0,1,1,1,0,75.103386,33.789497,8,1,0,9,21,14,84,Unknown,4,0,0,0,0,-1,0,0,0,-1,Bijbehara,Melee,Private Citizens & Property,Unarmed Assault
8,0,1,1,1,0,74.117773,34.499591,3,1,0,6,11,3,25,Unknown,-1,0,0,0,0,0,0,1,0,-1,Kralpora,Explosives,Police,Bombing/Explosion
8,0,1,1,0,1,74.244934,34.529321,2,1,0,5,-1,4,39,Hizbul Mujahideen (HM),-1,0,1,4,1,3,0,0,0,-1,Machil,Firearms,Military,Armed Assault
8,0,1,1,0,1,75.00566,33.776416,2,0,0,5,-1,4,34,Unknown,-1,0,0,0,0,0,0,0,0,-1,Zainapora,Firearms,Military,Armed Assault
8,0,1,1,1,0,73.952087,34.655361,2,1,0,5,-1,4,33,Unknown,-1,0,0,1,0,1,0,0,0,-1,Keran,Firearms,Military,Armed Assault
8,0,1,1,1,0,74.920877,33.533546,2,1,0,5,-1,3,25,Unknown,2,0,0,2,0,2,0,0,0,-1,Chanchur,Firearms,Police,Armed Assault
8,0,1,1,1,0,74.553093,34.161541,2,1,0,5,-1,14,68,Unknown,-1,0,0,0,0,4,0,0,0,-1,Pattan,Firearms,Private Citizens & Property,Armed Assault
8,0,1,1,1,0,75.157746,33.729829,2,1,0,5,-1,14,68,Unknown,-1,0,0,0,0,1,0,0,0,-1,Tilwani,Firearms,Private Citizens & Property,Armed Assault
8,0,1,1,1,0,74.092404,33.767001,3,1,0,6,7,14,74,Unknown,1,0,0,0,0,16,0,-1,0,-1,Poonch,Explosives,Private Citizens & Property,Bombing/Explosion
8,0,1,1,0,1,74.033929,34.08811,2,0,0,5,-1,4,34,Hizbul Mujahideen (HM),-1,0,1,5,5,0,0,0,0,-1,Uri,Firearms,Military,Armed Assault
8,0,1,1,1,0,74.789902,34.08374,2,1,0,5,2,3,25,Jammu and Kashmir Islamic Front,-1,0,1,0,0,3,0,0,0,-1,Srinagar,Firearms,Police,Armed Assault
8,0,1,1,1,0,74.929842,33.948488,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,5,0,1,0,-1,Kakapora,Explosives,Police,Bombing/Explosion
8,0,1,1,0,1,74.351422,34.18846,2,1,0,6,7,4,29,Hizbul Mujahideen (HM),2,0,1,3,0,3,0,1,0,-1,Baramulla district,Explosives,Military,Armed Assault
8,0,1,1,1,0,74.881744,33.680737,3,1,0,6,7,14,84,Unknown,2,0,0,0,0,0,0,1,0,-1,Kach Dorah,Explosives,Private Citizens & Property,Bombing/Explosion
8,0,1,1,0,1,74.254156,34.526398,2,1,0,5,2,4,27,Unknown,-1,0,0,0,0,3,0,0,0,-1,Karnah,Firearms,Military,Armed Assault
8,0,1,1,1,0,74.901505,33.874027,2,1,0,6,7,3,25,Tehrik al-Mojahedin,-1,0,1,0,0,17,0,-1,0,-1,Pulwama,Explosives,Police,Armed Assault
8,0,1,1,1,0,74.94857,33.87962,2,1,0,5,-1,3,25,Separatists,-1,0,0,1,0,0,0,0,0,-1,Koil,Firearms,Police,Armed Assault
8,0,1,1,0,1,74.742485,32.899524,-1,1,0,-1,-1,4,34,Hizbul Mujahideen (HM),-1,0,1,1,0,1,0,0,0,-1,Akhnoor,Unknown,Military,Unknown
8,0,1,1,1,0,74.994551,33.648063,-1,1,0,-1,-1,2,15,Unknown,-1,0,0,0,0,0,0,1,0,-1,Chawalgam,Unknown,Government (General),Unknown
9,0,1,1,1,0,74.830215,33.961015,7,1,0,5,-1,22,109,Unknown,6,0,0,0,0,-1,0,1,0,-1,Bugam,Firearms,Violent Political Party,Facility/Infrastructure Attack
9,0,1,1,0,1,74.343333,34.353333,2,1,0,5,2,4,29,Hizbul Mujahideen (HM),-1,0,1,0,0,3,0,-1,0,-1,Kralagund,Firearms,Military,Armed Assault
9,0,1,1,1,0,74.928229,33.619424,7,1,0,5,-1,14,84,Hizbul Mujahideen (HM),5,0,0,0,0,0,0,1,0,-1,Damhal Hanji Pora,Firearms,Private Citizens & Property,Facility/Infrastructure Attack
9,0,1,1,1,0,75.019676,33.64542,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Kulgam,Incendiary,Educational Institution,Facility/Infrastructure Attack
9,0,1,1,1,0,74.901505,33.874027,2,1,0,6,7,3,22,Tehrik al-Mojahedin,4,0,1,0,0,0,0,-1,0,-1,Pulwama,Explosives,Police,Armed Assault
9,0,1,1,1,0,74.901505,33.874027,2,0,0,5,2,3,22,Unknown,-1,0,0,0,0,0,0,-1,0,-1,Pulwama,Firearms,Police,Armed Assault
9,0,1,1,1,1,75.148701,33.731126,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Anantnag district,Incendiary,Educational Institution,Facility/Infrastructure Attack
9,0,1,1,1,0,74.092404,33.767001,6,1,0,6,7,3,25,Lashkar-e-Taiba (LeT),4,0,0,5,4,7,0,-1,1,5,Poonch,Explosives,Police,Hostage Taking (Kidnapping)
9,0,1,1,1,0,75.157913,33.732216,3,1,0,6,7,3,22,Unknown,-1,0,0,1,0,10,0,-1,0,-1,Anantnag,Explosives,Police,Bombing/Explosion
9,0,1,1,1,0,74.463715,34.288891,2,1,0,5,-1,3,25,Unknown,-1,0,0,0,0,1,0,-1,0,-1,Sopore,Firearms,Police,Armed Assault
9,0,1,1,1,0,76.576171,33.778175,7,1,0,8,19,1,1,Unknown,-1,0,0,0,0,0,0,1,0,-1,Lidpura,Incendiary,Business,Facility/Infrastructure Attack
9,0,1,1,0,1,74.033985,34.088117,2,1,1,6,7,4,27,Lashkar-e-Taiba (LeT),4,0,1,24,4,17,0,-1,0,-1,Uri,Explosives,Military,Armed Assault
9,0,1,1,1,0,75.164868,33.68553,7,1,0,5,4,14,84,Separatists,4,0,0,0,0,-1,0,1,0,-1,Dialgam,Firearms,Private Citizens & Property,Facility/Infrastructure Attack
9,0,1,1,1,0,74.307421,34.376325,2,0,0,5,2,3,22,Unknown,-1,0,0,0,0,0,0,-1,0,-1,Langait,Firearms,Police,Armed Assault
9,0,1,1,1,0,74.836092,33.717003,2,0,0,5,-1,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Keller,Firearms,Police,Armed Assault
9,0,1,1,1,0,75.149593,33.730136,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Anantnag district,Incendiary,Educational Institution,Facility/Infrastructure Attack
9,0,1,1,1,0,74.831062,33.721287,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Shopian,Incendiary,Educational Institution,Facility/Infrastructure Attack
9,0,1,1,1,0,75.148701,33.731126,3,1,0,6,7,3,25,Hizbul Mujahideen (HM),-1,0,1,0,0,5,0,1,0,-1,Anantnag district,Explosives,Police,Bombing/Explosion
9,0,1,1,1,0,74.799533,34.138625,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Srinagar,Explosives,Police,Bombing/Explosion
9,0,1,1,1,0,74.568297,34.144516,3,0,0,6,17,-1,-1,Unknown,-1,0,0,0,0,0,0,0,0,-1,Zangam,Explosives,Unknown,Bombing/Explosion
9,0,1,1,1,0,74.901505,33.874027,2,0,0,5,-1,2,15,Unknown,-1,0,0,0,0,0,0,-1,0,-1,Pulwama,Firearms,Government (General),Armed Assault
9,0,1,1,1,0,75.017854,33.724008,2,0,0,5,-1,3,23,Tehrik al-Mojahedin,-1,0,1,0,0,0,0,-1,0,-1,Yaripora,Firearms,Police,Armed Assault
9,0,1,1,1,0,74.831062,33.721287,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Shopian,Explosives,Police,Bombing/Explosion
9,0,1,1,1,0,74.831062,33.721287,3,1,0,6,7,3,22,Unknown,-1,0,0,0,0,2,0,-1,0,-1,Shopian,Explosives,Police,Bombing/Explosion
10,0,1,1,0,1,74.365946,34.22996,2,1,1,6,7,4,27,Lashkar-e-Taiba (LeT),4,0,0,3,2,1,0,0,0,-1,Janbazpora,Explosives,Military,Armed Assault
10,0,1,1,1,0,74.913338,33.99694,1,1,0,5,3,2,15,Unknown,-1,0,0,1,0,0,0,0,0,-1,Kandizal,Firearms,Government (General),Assassination
10,0,1,1,1,0,74.919402,33.655271,5,1,0,5,3,14,67,Hizbul Mujahideen (HM),3,1,0,0,0,0,0,1,1,2,Samnoo,Firearms,Private Citizens & Property,Hostage Taking (Barricade Incident)
10,0,1,1,1,0,74.845108,33.709209,3,1,0,6,7,2,15,Unknown,-1,0,0,0,0,0,0,1,0,-1,Memender,Explosives,Government (General),Bombing/Explosion
10,0,1,1,1,0,75.017854,33.724008,2,0,0,5,-1,3,22,Unknown,-1,0,0,-1,-1,-1,-1,0,0,-1,Yaripora,Firearms,Police,Armed Assault
10,0,1,1,1,0,74.463715,34.288891,7,1,0,8,19,2,21,Unknown,-1,0,0,0,0,0,0,1,0,-1,Sopore,Incendiary,Government (General),Facility/Infrastructure Attack
10,0,1,1,0,1,74.307421,34.376325,2,1,1,6,11,4,27,Lashkar-e-Taiba (LeT),3,0,0,3,3,0,0,0,0,-1,Langait,Explosives,Military,Armed Assault
10,0,1,1,1,0,74.818413,33.733053,2,1,0,5,-1,3,22,Unknown,-1,0,0,1,0,2,0,-1,0,-1,Shopian,Firearms,Police,Armed Assault
10,0,1,1,1,0,75.020218,33.984669,7,1,0,5,-1,3,22,Unknown,-1,0,0,0,0,0,0,1,0,-1,Tumlehaal,Firearms,Police,Facility/Infrastructure Attack
10,0,1,1,1,0,75.157913,33.732216,7,1,0,8,19,19,105,Tehrik-e-Hurriyat (TeH),-1,0,0,0,0,0,0,1,0,-1,Anantnag,Incendiary,Transportation,Facility/Infrastructure Attack
10,1,1,1,1,0,74.905418,34.030787,2,1,1,6,7,2,21,Lashkar-e-Taiba (LeT),2,0,0,2,2,2,0,1,0,-1,Sempora,Explosives,Government (General),Armed Assault
10,0,1,1,1,0,74.845108,33.709209,3,1,0,6,7,3,23,Unknown,-1,0,0,0,0,12,0,1,0,-1,Gagran,Explosives,Police,Bombing/Explosion
10,0,1,1,1,0,74.342304,34.355309,2,1,0,5,-1,14,84,Separatists,4,0,0,1,0,0,0,0,0,-1,Kralagund,Firearms,Private Citizens & Property,Armed Assault
10,0,1,1,1,0,74.831705,34.161699,2,1,0,5,2,3,23,Al-Umar Mujahideen,-1,0,1,1,0,8,0,-1,0,-1,Zakura,Firearms,Police,Armed Assault
10,0,1,1,1,0,74.281748,34.399616,2,0,0,5,-1,3,25,Unknown,-1,0,0,0,0,0,0,0,0,-1,Tootigund,Firearms,Police,Armed Assault
10,0,1,1,1,0,74.887261,33.877513,7,0,0,5,-1,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Sirnoo,Firearms,Police,Facility/Infrastructure Attack
10,0,1,1,1,0,75.222627,33.584554,7,1,0,5,-1,3,22,Unknown,-1,0,0,0,0,0,0,1,0,-1,Dalvash,Firearms,Police,Facility/Infrastructure Attack
10,0,1,1,1,0,74.789902,34.08374,8,1,0,8,19,14,73,Unknown,-1,0,0,0,0,2,0,1,0,-1,Srinagar,Incendiary,Private Citizens & Property,Unarmed Assault
10,0,1,1,0,1,75.294483,32.49528,2,1,0,6,11,4,29,Unknown,4,0,0,0,0,1,1,-1,0,-1,Bobiya,Explosives,Military,Armed Assault
10,0,1,1,1,0,74.418534,34.219335,7,1,0,8,19,14,73,Unknown,-1,0,0,0,0,0,0,1,0,-1,Delina,Incendiary,Private Citizens & Property,Facility/Infrastructure Attack
10,0,1,1,1,0,75.220223,33.684923,2,0,0,5,-1,2,18,Unknown,-1,0,0,0,0,0,0,0,0,-1,Achabal,Firearms,Government (General),Armed Assault
10,0,1,1,1,0,74.789902,34.08374,7,1,0,-1,-1,1,3,Unknown,-1,0,0,0,0,0,0,1,0,-1,Srinagar,Unknown,Business,Facility/Infrastructure Attack
10,0,1,1,1,0,74.887261,33.877513,7,0,0,5,-1,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Sirnoo,Firearms,Police,Facility/Infrastructure Attack
10,0,1,1,1,0,75.142134,33.771974,2,0,0,5,-1,2,18,Lashkar-e-Taiba (LeT),3,0,0,0,0,0,0,0,0,-1,Veeri,Firearms,Government (General),Armed Assault
10,0,1,1,1,0,74.329097,34.222802,2,1,0,8,19,14,73,Unknown,-1,0,0,0,0,1,0,1,0,-1,Khanpora,Incendiary,Private Citizens & Property,Armed Assault
10,0,1,1,1,0,74.469601,34.231173,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Baramulla,Incendiary,Educational Institution,Facility/Infrastructure Attack
10,0,1,1,1,0,74.647677,34.110678,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Kawoosa Khalisa,Incendiary,Educational Institution,Facility/Infrastructure Attack
10,0,1,1,1,0,74.762295,34.114865,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Srinagar,Incendiary,Educational Institution,Facility/Infrastructure Attack
10,0,1,1,1,0,75.284813,33.863243,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Ashmuqam,Incendiary,Educational Institution,Facility/Infrastructure Attack
10,0,0,1,1,1,74.861939,32.726265,3,1,0,6,17,14,73,Unknown,-1,0,0,0,0,0,0,1,0,-1,Jammu,Explosives,Private Citizens & Property,Bombing/Explosion
10,0,1,1,1,0,74.556873,34.162705,7,1,0,8,18,8,49,Unknown,7,5,0,0,0,0,0,1,0,-1,Tappar,Incendiary,Educational Institution,Facility/Infrastructure Attack
10,0,1,1,0,1,73.860665,34.397451,2,1,0,5,-1,4,29,Unknown,-1,0,0,2,0,0,0,0,0,-1,Tangdhar,Firearms,Military,Armed Assault
10,0,1,1,1,0,74.342304,34.355309,3,0,0,6,7,3,22,Unknown,-1,0,0,0,0,0,0,0,0,-1,Kralagund,Explosives,Police,Bombing/Explosion
10,0,1,1,1,0,74.689881,33.997748,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Sondipora,Incendiary,Educational Institution,Facility/Infrastructure Attack
10,0,1,1,0,1,74.254614,34.526179,2,1,0,5,-1,4,29,Jaish-e-Mohammad (JeM),-1,0,0,2,1,0,0,0,0,-1,Kupwara district,Firearms,Military,Armed Assault
10,0,1,1,1,0,75.246206,33.537526,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Verinag,Incendiary,Educational Institution,Facility/Infrastructure Attack
10,0,1,1,1,0,74.907709,33.888355,3,1,0,6,-1,3,23,Unknown,-1,0,0,0,0,0,0,-1,0,-1,Pulwama,Explosives,Police,Bombing/Explosion
10,0,1,1,1,0,74.789902,34.08374,7,1,0,8,18,14,84,Unknown,-1,0,0,0,0,0,0,1,0,-1,Srinagar,Incendiary,Private Citizens & Property,Facility/Infrastructure Attack
10,0,1,1,1,0,74.900444,33.874102,2,1,0,5,-1,14,68,Unknown,-1,0,0,1,0,0,0,0,0,-1,Sangam Bijbehara,Firearms,Private Citizens & Property,Armed Assault
10,0,1,1,1,0,75.284813,33.863243,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Ashmuqam,Incendiary,Educational Institution,Facility/Infrastructure Attack
10,0,1,1,1,0,75.164547,33.649364,7,1,0,8,18,8,49,Unknown,-1,0,0,0,0,0,0,1,0,-1,Kabamarg,Incendiary,Educational Institution,Facility/Infrastructure Attack
